name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White population,Black population,American Indian population,Asian population,Hispanic or Latino population,High school or higher,Graduate or professional degree,Unemployed,average_price,review_count_binned
Bob's Steak & Chop House,37.7931,-122.40316999999999,94104,San Francisco,CA,$$$,3.5,551,"steak,seafood",1,Full Bar,0,Street,1,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,60.0,60.0,60.0,46.0,59.0,0.2661290322580645,0.024193548387096774,0.0020161290322580645,0.45564516129032256,0.0625,0.732,0.146,0.099,45,Meadium to Large Reviews
Locali Mediterranean,37.79199386,-122.3995799,94111,San Francisco,CA,$,4.0,221,"greek,mediterranean,halal",1,No,0,Street,1,0,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,41.0,47.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,10,Medium No Reviews
Palio d'Asti,37.79392,-122.40368000000001,94111,San Francisco,CA,$$,3.5,498,"italian,desserts,wine_bars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,38.0,54.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Meadium to Large Reviews
Tadich Grill,37.79343156,-122.3994682,94111,San Francisco,CA,$$$,4.0,2189,"seafood,tradamerican",1,Full Bar,0,Street,1,0,0,Classy,Casual,2,60.0,60.0,57.0,56.0,60.0,60.0,36.0,41.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
Perbacco,37.79345438,-122.3993366,94111,San Francisco,CA,$$$,4.0,1929,"italian,bars",1,Full Bar,0,"Valet, Garage, Street",0,1,0,Classy,Dressy,2,60.0,60.0,55.0,56.0,60.0,60.0,36.0,41.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
Barbacco,37.79359212,-122.3993386,94111,San Francisco,CA,$$,4.0,1513,"italian,bars",1,Beer & Wine Only,0,Valet,1,1,0,Trendy,Casual,2,60.0,60.0,56.0,56.0,60.0,60.0,37.0,40.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Very Popular Resturant
Mangia Tutti Ristorante,37.79448,-122.40375,94111,San Francisco,CA,$$,4.0,376,italian,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,35.0,51.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Meadium to Large Reviews
R&G Lounge,37.794124100000005,-122.40493740000001,94108,San Francisco,CA,$$,3.5,4091,"chinese,seafood,soup",1,Full Bar,0,"Garage, Street, Validated",1,1,0,Casual,Casual,3,60.0,60.0,60.0,60.0,60.0,60.0,33.0,51.0,0.2967010862277055,0.01602521121094274,0.001408072951589111,0.5319163202360199,0.05451253855437844,0.725,0.163,0.039,20,Very Popular Resturant
Fish & Farm,37.79499845,-122.4007469,94111,San Francisco,CA,$$,3.0,206,"newamerican,seafood,breakfast_brunch",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,55.0,60.0,60.0,36.0,42.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Medium No Reviews
Oolong Noodles Restaurant,37.795618,-122.40437,94111,San Francisco,CA,$$,3.5,297,"sushi,noodles,seafood",1,Beer & Wine Only,0,"Garage, Street",1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,56.0,60.0,26.0,47.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Medium No Reviews
Nico,37.795885,-122.40314599999999,94111,San Francisco,CA,$$$,4.0,239,"newamerican,french",1,Full Bar,0,Street,0,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,56.0,60.0,34.0,39.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Medium No Reviews
Grant Place Restaurant,37.79500961,-122.4061432,94108,San Francisco,CA,$$,2.5,363,"dimsum,seafood,cantonese",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,60.0,60.0,60.0,60.0,55.0,60.0,21.0,46.0,0.2967010862277055,0.01602521121094274,0.001408072951589111,0.5319163202360199,0.05451253855437844,0.725,0.163,0.039,20,Meadium to Large Reviews
Ziggy's Burgers,37.7938716,-122.3966162,94111,San Francisco,CA,$$,3.5,533,"burgers,newamerican,halal",1,No,0,Street,1,0,0,Casual,Casual,2,60.0,60.0,43.0,23.0,60.0,60.0,24.0,26.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Meadium to Large Reviews
Imperial Palace,37.79516883,-122.40677720000001,94108,San Francisco,CA,$$,2.0,330,"dimsum,cantonese,seafood",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,60.0,60.0,60.0,60.0,55.0,60.0,18.0,46.0,0.2967010862277055,0.01602521121094274,0.001408072951589111,0.5319163202360199,0.05451253855437844,0.725,0.163,0.039,20,Meadium to Large Reviews
Trestle,37.796127,-122.404495,94133,San Francisco,CA,$$$,4.5,722,newamerican,1,Beer & Wine Only,0,Street,0,1,0,Trendy,Casual,2,60.0,60.0,60.0,60.0,56.0,60.0,23.0,46.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,45,large Number of Reviews
Peninsula Seafood Restaurant,37.79595,-122.40574,94133,San Francisco,CA,$$,3.0,196,"seafood,dimsum",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,18.0,41.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Medium No Reviews
Roka Akor - San Francisco,37.79653914,-122.40385049999999,94133,San Francisco,CA,$$$$,4.0,1079,"steak,japanese,cocktailbars",1,Full Bar,0,"Garage, Street",1,1,0,Upscale,Dressy,2,60.0,60.0,60.0,60.0,54.0,60.0,21.0,42.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,60,Very Popular Resturant
Great Eastern Restaurant,37.796085,-122.40596799999999,94133,San Francisco,CA,$$,3.5,1840,"dimsum,seafood,cantonese",1,Beer & Wine Only,0,"Street, Validated",1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,18.0,41.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Z & Y Restaurant,37.79607647,-122.40601480000001,94133,San Francisco,CA,$$,3.5,1386,"chinese,seafood,soup",1,Beer & Wine Only,0,"Garage, Street",1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,18.0,41.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Cafe Zoetrope,37.79655,-122.40498999999998,94133,San Francisco,CA,$$,3.5,377,"italian,pizza",1,Full Bar,1,Street,1,1,0,Intimate,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,22.0,41.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Kokkari Estiatorio,37.796996,-122.39966100000001,94111,San Francisco,CA,$$$,4.5,4157,"greek,mediterranean",1,Full Bar,0,Street,0,1,0,Classy,Dressy,2,60.0,55.0,51.0,40.0,40.0,59.0,24.0,32.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
Comstock Saloon,37.79674195,-122.40504650000001,94133,San Francisco,CA,$$,4.0,884,"lounges,newamerican",1,Full Bar,0,"Garage, Street",1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,21.0,40.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,large Number of Reviews
Quince,37.7975,-122.40336,94133,San Francisco,CA,$$$$,4.0,1385,"french,italian",1,Full Bar,0,"Valet, Street",0,1,0,"Classy, Upscale",Dressy,4,60.0,54.0,60.0,60.0,52.0,60.0,20.0,31.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,60,Very Popular Resturant
One Market Restaurant,37.7941479,-122.3947312,94105,San Francisco,CA,$$$,3.5,1258,newamerican,1,Full Bar,0,Valet,1,1,0,Classy,Dressy,2,59.0,47.0,32.0,18.0,60.0,59.0,13.0,23.0,0.4461538461538462,0.017997097242380262,0.0021770682148040637,0.2941944847605225,0.050362844702467345,1.015,0.43200000000000005,0.022000000000000002,45,Very Popular Resturant
Coi,37.798092,-122.403379,94133,San Francisco,CA,$$$$,4.0,739,newamerican,1,Beer & Wine Only,0,Street,0,1,0,Upscale,Dressy,4,60.0,38.0,60.0,52.0,53.0,60.0,17.0,28.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,60,large Number of Reviews
Tommaso's,37.797778,-122.405204,94133,San Francisco,CA,$$,4.0,1505,"italian,pizza,seafood",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,60.0,41.0,60.0,60.0,58.0,60.0,16.0,32.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
ÃƒË† Tutto Qua,37.797759899999996,-122.40625,94133,San Francisco,CA,$$,4.0,1951,"italian,seafood,pizza",1,Full Bar,1,Street,1,1,0,Casual,Casual,3,60.0,35.0,60.0,60.0,58.0,57.0,12.0,36.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Horizon Restaurant and Lounge,37.79804694,-122.40566940000001,94133,San Francisco,CA,$$,3.0,285,"newamerican,lounges",1,Full Bar,0,Street,1,1,0,Trendy,Dressy,4,60.0,35.0,60.0,60.0,55.0,59.0,15.0,35.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Medium No Reviews
Americano,37.79383,-122.3934,94105,San Francisco,CA,$$,3.5,1013,"italian,newamerican,tradamerican",1,Full Bar,1,"Valet, Street",1,1,0,Casual,Casual,2,38.0,29.0,27.0,16.0,59.0,42.0,11.0,16.0,0.4461538461538462,0.017997097242380262,0.0021770682148040637,0.2941944847605225,0.050362844702467345,1.015,0.43200000000000005,0.022000000000000002,20,Very Popular Resturant
Boulevard,37.79337,-122.39273999999999,94105,San Francisco,CA,$$$$,4.0,2542,newamerican,1,Full Bar,0,Street,0,1,0,Classy,Dressy,2,32.0,23.0,26.0,15.0,60.0,38.0,8.0,18.0,0.4461538461538462,0.017997097242380262,0.0021770682148040637,0.2941944847605225,0.050362844702467345,1.015,0.43200000000000005,0.022000000000000002,60,Very Popular Resturant
Gott's Roadside,37.79608495,-122.3943043,94111,San Francisco,CA,$$,3.5,2510,"burgers,seafood,sandwiches",1,Beer & Wine Only,1,Street,1,0,0,Casual,Casual,2,24.0,20.0,27.0,11.0,25.0,40.0,10.0,11.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Very Popular Resturant
The Stinking Rose,37.7982486,-122.40739040000001,94133,San Francisco,CA,$$,3.5,3656,"italian,seafood,tradamerican",1,Full Bar,0,"Garage, Street",1,1,0,Touristy,Casual,2,60.0,28.0,60.0,60.0,57.0,46.0,13.0,29.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Boulettes Larder & Boulibar,37.79506759,-122.3933601,94111,San Francisco,CA,$$,3.5,641,"french,breakfast_brunch,mediterranean",1,Full Bar,1,"Valet, Street, Validated",1,1,0,Casual,Casual,2,30.0,24.0,26.0,14.0,31.0,37.0,10.0,15.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,large Number of Reviews
Franchino,37.79833,-122.40756999999999,94133,San Francisco,CA,$$,4.0,1044,italian,1,Beer & Wine Only,0,Street,0,1,0,Casual,Casual,2,60.0,28.0,60.0,60.0,57.0,46.0,11.0,29.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Mona Lisa Restaurant,37.798352,-122.407728,94133,San Francisco,CA,$$,4.0,1249,italian,1,Full Bar,1,Street,1,1,0,Romantic,Casual,2,60.0,28.0,60.0,60.0,56.0,44.0,11.0,29.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Perry's,37.79300559,-122.39203870000001,94105,San Francisco,CA,$$,3.5,696,"tradamerican,bars,breakfast_brunch",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,28.0,18.0,25.0,14.0,54.0,36.0,6.0,15.0,0.4461538461538462,0.017997097242380262,0.0021770682148040637,0.2941944847605225,0.050362844702467345,1.015,0.43200000000000005,0.022000000000000002,20,large Number of Reviews
The Slanted Door,37.79618244,-122.39369679999999,94111,San Francisco,CA,$$$,3.5,5307,"vietnamese,asianfusion,bars",1,Full Bar,1,"Street, Validated",0,1,0,Trendy,Casual,2,19.0,12.0,22.0,9.0,24.0,34.0,9.0,5.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
La Mar CebicherÃƒ_a Peruana,37.79741824,-122.39512979999999,94111,San Francisco,CA,$$$,4.0,3390,"seafood,peruvian",1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,15.0,13.0,22.0,12.0,15.0,32.0,10.0,5.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
Hog Island Oyster Co,37.795831,-122.393303,94111,San Francisco,CA,$$,4.5,5327,"seafood,seafoodmarkets,raw_food",1,Full Bar,1,"Street, Validated",0,0,0,Casual,Casual,2,18.0,11.0,20.0,9.0,25.0,31.0,9.0,6.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Very Popular Resturant
Trattoria Pinocchio,37.798794,-122.408245,94133,San Francisco,CA,$$,3.5,754,"italian,pizza",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,28.0,60.0,60.0,53.0,44.0,10.0,25.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,large Number of Reviews
Waterfront Restaurant,37.79937748,-122.3974445,94111,San Francisco,CA,$$$,3.0,1063,"seafood,breakfast_brunch,tradamerican",1,Full Bar,1,Valet,1,1,0,Casual,Casual,2,10.0,5.0,9.0,12.0,10.0,19.0,7.0,5.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,Very Popular Resturant
Firenze by Night Ristorante,37.79887,-122.4091,94133,San Francisco,CA,$$,4.0,928,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,28.0,60.0,59.0,56.0,41.0,9.0,22.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,large Number of Reviews
Maykadeh,37.80002,-122.40713999999998,94133,San Francisco,CA,$$,4.0,741,"mideastern,persian",1,Full Bar,0,Street,1,1,0,Classy,Casual,2,60.0,23.0,60.0,46.0,60.0,41.0,8.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,large Number of Reviews
Piperade,37.800646,-122.401799,94111,San Francisco,CA,$$$,4.0,837,"basque,french",1,Full Bar,1,Street,0,1,0,Casual,Dressy,2,23.0,1.0,29.0,14.0,24.0,20.0,11.0,12.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,45,large Number of Reviews
Sodini's Green Valley Restaurant,37.79981,-122.40763000000001,94133,San Francisco,CA,$$,4.0,831,"italian,pizza",1,Full Bar,1,Street,1,0,0,Casual,Casual,2,60.0,23.0,60.0,48.0,60.0,36.0,8.0,21.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,large Number of Reviews
Golden Boy Pizza,37.7997956,-122.40807290000001,94133,San Francisco,CA,$,4.5,3059,"pizza,italian",0,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,60.0,23.0,60.0,47.0,59.0,33.0,8.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,10,Very Popular Resturant
Sotto Mare Oysteria & Seafood,37.79979,-122.40834,94133,San Francisco,CA,$$,4.5,3219,"seafood,italian,bars",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,60.0,23.0,60.0,46.0,58.0,33.0,7.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
North Beach Restaurant,37.79977302,-122.408904,94133,San Francisco,CA,$$$,3.5,744,italian,1,Full Bar,1,Street,1,1,0,Classy,Dressy,2,59.0,22.0,60.0,45.0,59.0,34.0,7.0,16.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,45,large Number of Reviews
Cafe Jacqueline,37.800470000000004,-122.40731000000001,94133,San Francisco,CA,$$$,4.0,615,french,1,Beer & Wine Only,0,Street,0,1,0,"Intimate, Romantic",Casual,4,60.0,20.0,60.0,42.0,56.0,36.0,8.0,17.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,45,large Number of Reviews
Tony's Pizza Napoletana,37.80033154,-122.409054,94133,San Francisco,CA,$$,4.0,4282,"pizza,italian,cocktailbars",1,Full Bar,1,"Valet, Street",1,0,0,Casual,Casual,2,56.0,19.0,60.0,37.0,58.0,31.0,7.0,13.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Original Joe's,37.80021,-122.40945,94133,San Francisco,CA,$$,4.0,1157,"italian,steak",1,Full Bar,1,"Valet, Street",1,1,0,Classy,Casual,2,54.0,18.0,60.0,38.0,58.0,29.0,8.0,16.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Il Pollaio,37.800039,-122.40985049999999,94133,San Francisco,CA,$$,4.5,360,"italian,argentine",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,55.0,18.0,58.0,39.0,56.0,30.0,7.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Michelangelo Ristorante & Caffe,37.8,-122.41011999999999,94133,San Francisco,CA,$$,3.5,525,"italian,pizza",0,No,0,Street,1,0,0,Casual,Casual,2,53.0,18.0,54.0,39.0,55.0,29.0,7.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Mario's Bohemian Cigar Store Cafe,37.80021,-122.40978999999999,94133,San Francisco,CA,$$,4.0,546,"italian,bars",1,Beer & Wine Only,1,Street,1,0,0,Casual,Casual,2,55.0,18.0,58.0,38.0,57.0,30.0,7.0,17.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Acquolina,37.80061386,-122.40908789999999,94133,San Francisco,CA,$$,4.0,354,"pizza,italian,wine_bars",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,55.0,17.0,60.0,35.0,55.0,29.0,8.0,14.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Trattoria Contadina,37.80018,-122.41228000000001,94133,San Francisco,CA,$$,4.0,1214,italian,1,Full Bar,0,Street,1,1,0,Intimate,Casual,2,33.0,11.0,40.0,35.0,43.0,27.0,7.0,17.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Very Popular Resturant
Piazza Pellegrini,37.80086116,-122.4112685,94133,San Francisco,CA,$$,3.5,600,italian,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,37.0,11.0,41.0,31.0,47.0,27.0,6.0,19.0,0.3658239196700735,0.01983145060068137,0.0007172314864622557,0.48520710059171596,0.046978662363277746,0.758,0.191,0.047,20,Meadium to Large Reviews
Il Fornaio,37.803308,-122.402247,94111,San Francisco,CA,$$,3.5,559,"italian,pizza,sandwiches,seafood,cafes",1,Full Bar,1,Street,1,1,0,Classy,Casual,2,5.0,6.0,3.0,3.0,18.0,12.0,5.0,7.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,Meadium to Large Reviews
Pier 23 Cafe,37.80337558,-122.4008864,94102,San Francisco,CA,$$,3.5,1583,"seafood,bars,newamerican",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,5.0,6.0,3.0,3.0,13.0,9.0,5.0,6.0,0.3969871212885437,0.14035441675913785,0.005716399340932782,0.26379501664480987,0.19815730185951108,0.828,0.166,0.059000000000000004,20,Very Popular Resturant
Fog City,37.803563,-122.401923,94111,San Francisco,CA,$$,3.5,648,"newamerican,seafood,breakfast_brunch",1,Full Bar,1,"Garage, Street",1,1,0,Casual,Casual,2,5.0,6.0,3.0,3.0,18.0,12.0,5.0,5.0,0.5791439241597243,0.02355644929617926,0.0008618213157138753,0.3878195920712439,0.05544383797759265,0.9229999999999999,0.32899999999999996,0.064,20,large Number of Reviews
