,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
301,98118,6170,6170,6170,6170,6170,6170,6170,6170,6170,00000000006170,0000000006170,000006170,00000000006170,006170 minutes,00000000006170,00000000006170,00000000006170,00000000006170,00000000006170
302,98121,6158,6158,6158,6158,6158,6158,6158,6158,6158,00000000006158,0000000006158,000006158,00000000006158,006158 minutes,00000000006158,00000000006158,00000000006158,00000000006158,00000000006158
303,98122,58518,58518,58518,58518,58518,58518,58518,58518,58518,000000000058518,00000000058518,0000058518,000000000058518,0058518 minutes,000000000058518,000000000058518,000000000058518,000000000058518,000000000058518
304,98126,6190,6190,6190,6190,6190,6190,6190,6190,6190,00000000006190,0000000006190,000006190,00000000006190,006190 minutes,00000000006190,00000000006190,00000000006190,00000000006190,00000000006190
305,98134,618,618,618,618,618,618,618,618,618,0000000000618,000000000618,00000618,0000000000618,00618 minutes,0000000000618,0000000000618,0000000000618,0000000000618,0000000000618
306,98136,6198,6198,6198,6198,6198,6198,6198,6198,6198,00000000006198,0000000006198,000006198,00000000006198,006198 minutes,00000000006198,00000000006198,00000000006198,00000000006198,00000000006198
307,98144,62240,62240,62240,62240,62240,62240,62240,62240,62240,000000000062240,00000000062240,0000062240,000000000062240,0062240 minutes,000000000062240,000000000062240,000000000062240,000000000062240,000000000062240
308,98158,6170,6170,6170,6170,6170,6170,6170,6170,6170,00000000006170,0000000006170,000006170,00000000006170,006170 minutes,00000000006170,00000000006170,00000000006170,00000000006170,00000000006170
309,98166,61668,61668,61668,61668,61668,61668,61668,61668,61668,000000000061668,00000000061668,0000061668,000000000061668,0061668 minutes,000000000061668,000000000061668,000000000061668,000000000061668,000000000061668
310,98168,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
311,98178,6148,6148,6148,6148,6148,6148,6148,6148,6148,00000000006148,0000000006148,000006148,00000000006148,006148 minutes,00000000006148,00000000006148,00000000006148,00000000006148,00000000006148
312,98188,6150,6150,6150,6150,6150,6150,6150,6150,6150,00000000006150,0000000006150,000006150,00000000006150,006150 minutes,00000000006150,00000000006150,00000000006150,00000000006150,00000000006150
313,98198,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
314,98199,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
315,98332,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
316,98335,58160,58160,58160,58160,58160,58160,58160,58160,58160,000000000058160,00000000058160,0000058160,000000000058160,0058160 minutes,000000000058160,000000000058160,000000000058160,000000000058160,000000000058160
317,98338,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
318,98372,61518,61518,61518,61518,61518,61518,61518,61518,61518,000000000061518,00000000061518,0000061518,000000000061518,0061518 minutes,000000000061518,000000000061518,000000000061518,000000000061518,000000000061518
319,98373,61630,61630,61630,61630,61630,61630,61630,61630,61630,000000000061630,00000000061630,0000061630,000000000061630,0061630 minutes,000000000061630,000000000061630,000000000061630,000000000061630,000000000061630
320,98374,61470,61470,61470,61470,61470,61470,61470,61470,61470,000000000061470,00000000061470,0000061470,000000000061470,0061470 minutes,000000000061470,000000000061470,000000000061470,000000000061470,000000000061470
321,98387,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
322,98390,6138,6138,6138,6138,6138,6138,6138,6138,6138,00000000006138,0000000006138,000006138,00000000006138,006138 minutes,00000000006138,00000000006138,00000000006138,00000000006138,00000000006138
323,98402,61668,61668,61668,61668,61668,61668,61668,61668,61668,000000000061668,00000000061668,0000061668,000000000061668,0061668 minutes,000000000061668,000000000061668,000000000061668,000000000061668,000000000061668
324,98403,6150,6150,6150,6150,6150,6150,6150,6150,6150,00000000006150,0000000006150,000006150,00000000006150,006150 minutes,00000000006150,00000000006150,00000000006150,00000000006150,00000000006150
325,98404,61978,61978,61978,61978,61978,61978,61978,61978,61978,000000000061978,00000000061978,0000061978,000000000061978,0061978 minutes,000000000061978,000000000061978,000000000061978,000000000061978,000000000061978
326,98405,61630,61630,61630,61630,61630,61630,61630,61630,61630,000000000061630,00000000061630,0000061630,000000000061630,0061630 minutes,000000000061630,000000000061630,000000000061630,000000000061630,000000000061630
327,98406,61470,61470,61470,61470,61470,61470,61470,61470,61470,000000000061470,00000000061470,0000061470,000000000061470,0061470 minutes,000000000061470,000000000061470,000000000061470,000000000061470,000000000061470
328,98407,61748,61748,61748,61748,61748,61748,61748,61748,61748,000000000061748,00000000061748,0000061748,000000000061748,0061748 minutes,000000000061748,000000000061748,000000000061748,000000000061748,000000000061748
329,98408,6190,6190,6190,6190,6190,6190,6190,6190,6190,00000000006190,0000000006190,000006190,00000000006190,006190 minutes,00000000006190,00000000006190,00000000006190,00000000006190,00000000006190
330,98409,61780,61780,61780,61780,61780,61780,61780,61780,61780,000000000061780,00000000061780,0000061780,000000000061780,0061780 minutes,000000000061780,000000000061780,000000000061780,000000000061780,000000000061780
331,98422,6170,6170,6170,6170,6170,6170,6170,6170,6170,00000000006170,0000000006170,000006170,00000000006170,006170 minutes,00000000006170,00000000006170,00000000006170,00000000006170,00000000006170
332,98438,618,618,618,618,618,618,618,618,618,0000000000618,000000000618,00000618,0000000000618,00618 minutes,0000000000618,0000000000618,0000000000618,0000000000618,0000000000618
333,98444,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
334,98466,5840,5840,5840,5840,5840,5840,5840,5840,5840,00000000005840,0000000005840,000005840,00000000005840,005840 minutes,00000000005840,00000000005840,00000000005840,00000000005840,00000000005840
335,98498,5810,5810,5810,5810,5810,5810,5810,5810,5810,00000000005810,0000000005810,000005810,00000000005810,005810 minutes,00000000005810,00000000005810,00000000005810,00000000005810,00000000005810
336,98499,58208,58208,58208,58208,58208,58208,58208,58208,58208,000000000058208,00000000058208,0000058208,000000000058208,0058208 minutes,000000000058208,000000000058208,000000000058208,000000000058208,000000000058208
337,98513,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
338,98569,61438,61438,61438,61438,61438,61438,61438,61438,61438,000000000061438,00000000061438,0000061438,000000000061438,0061438 minutes,000000000061438,000000000061438,000000000061438,000000000061438,000000000061438
339,98571,6138,6138,6138,6138,6138,6138,6138,6138,6138,00000000006138,0000000006138,000006138,00000000006138,006138 minutes,00000000006138,00000000006138,00000000006138,00000000006138,00000000006138
340,98941,61940,61940,61940,61940,61940,61940,61940,61940,61940,000000000061940,00000000061940,0000061940,000000000061940,0061940 minutes,000000000061940,000000000061940,000000000061940,000000000061940,000000000061940
