name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
Legal Harborside,42.34865,-71.03779,False,2210.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-harborside-boston-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1184,[],"seafood,tradamerican,wine_bars",et8Pwzjy2vjRhETAgEZ1Lg,Legal Harborside,"Seafood,American (Traditional),Wine Bars",$31-60,$31-60,,118,119,178,399,372,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Street, Validated",,Yes,No,,No,,Trendy,Casual,Average,,17.0,5.0,12.0,1.0,,14.0,6.0,,1.0,,,2.0,,,,,
Yankee Lobster,42.34792158,-71.03598794,False,2210.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/yankee-lobster-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1443,[],seafood,h4Un3Tw0yKn7uCLseO7Bvg,Yankee Lobster,Seafood,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,No,Yes,Free,,Casual,Casual,Average,,9.0,3.0,12.0,,,14.0,4.0,,1.0,,,,,,,,
D'Parma Restaurant,42.36935,-71.04032,False,2128.0,East Boston,MA,$$,4.0,https://www.yelp.com/biz/d-parma-restaurant-east-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,90,[],italian,lLPXuKq9jRU06teLRtUjpA,D’Parma Restaurant,Italian,$11-30,$11-30,,6,7,4,30,43,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,8.0,3.0,4.0,12.0,,7.0,5.0,2.0,2.0,,,7.0,,1.0,1.0,,
Italian Express Pizzeria,42.36727388,-71.03573816,False,2128.0,Boston,MA,$$,4.5,https://www.yelp.com/biz/italian-express-pizzeria-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,363,[],"italian,pizza",zvKfCAOBzVcxc1HLpoIY8A,Italian Express Pizzeria,"Italian,Pizza",$11-30,$11-30,,0,0,0,0,0,No,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,,8.0,3.0,3.0,7.0,,9.0,3.0,1.0,3.0,1.0,2.0,9.0,,1.0,,,
KO Pies At the Shipyard,42.36407564,-71.03162312,False,2128.0,Boston,MA,$$,4.5,https://www.yelp.com/biz/ko-pies-at-the-shipyard-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,265,[],"australian,bars,seafood",wuiDoeKWClLrr2g2LSXA8w,KO Pies At the Shipyard,"Australian,Bars,Seafood",$11-30,$11-30,,5,12,16,79,153,Yes,Beer & Wine Only,,Yes,,No,Yes,,,Yes,No,,No,,Casual,Casual,Average,,2.0,,3.0,1.0,,8.0,,,1.0,,2.0,2.0,,,,,
Mi Pueblito Restaurant,42.37904,-71.03989,False,2128.0,Boston,MA,$$,4.5,https://www.yelp.com/biz/mi-pueblito-restaurant-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,158,[],"mexican,salvadoran,seafood",bgV_tFbmVDKBxZni2my7XA,Mi Pueblito Restaurant,"Mexican,Salvadoran,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,13.0,4.0,3.0,11.0,,20.0,3.0,2.0,2.0,,,8.0,,,1.0,,
Rino's Place,42.37806320000001,-71.0329114,False,2128.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/rinos-place-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,743,[],italian,OP0xCQM6ih4VEhl2t39Z-g,Rino’s Place,Italian,$11-30,$11-30,,66,31,60,147,441,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,7.0,,3.0,11.0,,20.0,,2.0,,,,10.0,1.0,1.0,2.0,,
Ciao! Pizza & Pasta,42.3892518,-71.04090759999998,False,2150.0,Chelsea,MA,$$,5.0,https://www.yelp.com/biz/ciao-pizza-and-pasta-chelsea-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,490,[],"italian,pizza",yQL8SrSETbbCI1U5esVJQw,Ciao! Pizza & Pasta,"Italian,Pizza",$11-30,$11-30,,3,1,6,34,445,Yes,Beer & Wine Only,,No,,No,Yes,Private Lot,,Yes,No,Yes,No,,Casual,Casual,Average,,4.0,1.0,4.0,7.0,,17.0,5.0,4.0,,,,5.0,1.0,,,,
Legal Sea Foods,42.361696,-71.01740699999999,False,2128.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-49?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,359,[],"seafood,breakfast_brunch,sandwiches",sUmsVV0RPP3Wx6MbWZKyIw,Legal Sea Foods,"Seafood,Breakfast & Brunch,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Garage,,Yes,No,,Free,,Casual,,Average,,9.0,1.0,9.0,,9.0,8.0,10.0,,1.0,,,,2.0,,,,
Chelsea Station Restaurant Bar & Lounge,42.39462379,-71.03921503,False,2150.0,Chelsea,MA,$$,4.0,https://www.yelp.com/biz/chelsea-station-restaurant-bar-and-lounge-chelsea?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,181,[],"lounges,newamerican,cocktailbars",kF_0OkW9sTQQNIwQfbDE3Q,Chelsea Station Restaurant Bar & Lounge,"Lounges,American (New),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Trendy, Classy",Casual,Average,,21.0,5.0,8.0,13.0,,20.0,10.0,2.0,,,,11.0,2.0,,2.0,,1.0
Abbondanza Ristorante,42.40757120000001,-71.0619517,False,2149.0,Everett,MA,$$,4.0,https://www.yelp.com/biz/abbondanza-ristorante-everett?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,63,[],italian,m2CNfH6HiwqgAW8JiFbqZQ,Abbondanza Ristorante,Italian,$11-30,$11-30,,7,4,11,14,27,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,3.0,1.0,6.0,13.0,1.0,15.0,4.0,4.0,2.0,,1.0,5.0,,,,,
Mandarin Buffet,42.404642100000004,-71.0219972,False,2150.0,Chelsea,MA,$$,3.0,https://www.yelp.com/biz/mandarin-buffet-chelsea?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,66,[],"buffets,chinese,seafood",tox6xX92Lws6IwFvVD8puQ,Mandarin Buffet,"Buffets,Chinese,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,4.0,,4.0,1.0,,6.0,2.0,1.0,1.0,,,1.0,2.0,,,,
El Potro Mexican Grill,42.419308799999996,-71.0799949,False,2148.0,Malden,MA,$$,4.5,https://www.yelp.com/biz/el-potro-mexican-grill-malden?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,197,[],"mexican,bars",BJXadWOLyGXzly7Iqx4W_g,El Potro Mexican Grill,"Mexican,Bars",$11-30,$11-30,,8,7,12,39,132,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,No,Yes,Free,,Casual,Casual,Average,,7.0,3.0,2.0,5.0,,13.0,3.0,2.0,1.0,,,8.0,,,,,
Oliveira's Restaurant,42.4157,-71.04738,False,2149.0,Everett,MA,$$,3.5,https://www.yelp.com/biz/oliveiras-restaurant-everett?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,115,"['delivery', 'pickup']","brazilian,steak,lounges",lIDR_8ZuG7WvAaXaavreGg,Oliveira’s Restaurant,"Brazilian,Steakhouses,Lounges",$11-30,$11-30,,17,10,14,43,31,Yes,Full Bar,,Yes,,,No,"Valet, Garage, Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,,5.0,3.0,4.0,14.0,,22.0,1.0,2.0,,,,4.0,1.0,,2.0,,
Nappi's Restaurant,42.421978700000004,-71.094927,False,2155.0,Medford,MA,$$,4.0,https://www.yelp.com/biz/nappis-restaurant-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,147,[],italian,eWzMs5B_Eht6i5zF0CrXFg,Nappi’s Restaurant,Italian,$11-30,$11-30,,0,0,0,0,0,No,No,,,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Very Loud,,4.0,2.0,1.0,12.0,,20.0,4.0,3.0,3.0,,,5.0,1.0,,,,
Shanghai Moon,42.42290931,-71.09169479,False,2155.0,Medford,MA,$$,3.5,https://www.yelp.com/biz/shanghai-moon-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,62,"['pickup', 'delivery']","japanese,sportsbars,chinese",3bkcl_O4A8jgvZNjf8GptQ,Shanghai Moon,"Japanese,Sports Bars,Chinese",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,Karaoke,4.0,1.0,1.0,12.0,,19.0,4.0,4.0,2.0,,,2.0,1.0,,,,
Sichuan Taste,42.42436,-71.06802990000001,False,2184.0,Malden,MA,$$,3.5,https://www.yelp.com/biz/sichuan-taste-malden?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,92,"['pickup', 'delivery']","seafood,szechuan,desserts",4DJj4NtOHcnojgav5OyaOg,Sichuan Taste,"Seafood,Szechuan,Desserts",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,No,,,Yes,Yes,,No,,Trendy,Casual,Average,,18.0,11.0,7.0,23.0,1.0,24.0,8.0,1.0,4.0,,,13.0,1.0,,2.0,,
Tavolo,42.28393668,-71.06466614,False,2124.0,Dorchester,MA,$$,3.5,https://www.yelp.com/biz/tavolo-dorchester?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,184,[],"italian,pizza,pastashops",NsE1oIckP5CcmezF2UzMag,Tavolo,"Italian,Pizza,Pasta Shops",$11-30,$11-30,,13,30,26,68,47,Yes,Full Bar,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,,3.0,1.0,1.0,5.0,,17.0,1.0,,,,1.0,1.0,,1.0,,,
Prime Pizza,42.270171999999995,-71.065872,False,2186.0,Milton,MA,$$,3.0,https://www.yelp.com/biz/prime-pizza-milton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,155,['pickup'],"newamerican,seafood,tradamerican",7hJ2pItzMoAJQKdvbAmdpw,Prime Pizza,"American (New),Seafood,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,,No,,Classy,Casual,Quiet,,9.0,3.0,3.0,5.0,,13.0,3.0,,4.0,,,5.0,,,,,
The Blarney Stone,42.2993708,-71.0606029,False,2122.0,Dorchester,MA,$$,4.0,https://www.yelp.com/biz/the-blarney-stone-dorchester?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,195,[],"bars,newamerican",CRV5pbiOC_EXCqQrRZ98BA,The Blarney Stone,"Bars,American (New)",$11-30,$11-30,,13,13,36,78,55,Yes,Full Bar,,Yes,,,Yes,Street,,,,,Free,,Casual,Casual,Average,,11.0,3.0,1.0,15.0,,24.0,8.0,4.0,2.0,,,7.0,,1.0,2.0,,
Burke's Seafood,42.27398,-71.024434,False,2171.0,Quincy,MA,$$,4.5,https://www.yelp.com/biz/burkes-seafood-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,225,[],"seafood,seafoodmarkets,fishnchips",WGPQZMXwhFPgN6D_fk8t4Q,Burke’s Seafood,"Seafood,Seafood Markets,Fish & Chips",$11-30,$11-30,,8,11,14,62,131,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,,12.0,6.0,2.0,13.0,,21.0,5.0,,2.0,,,6.0,1.0,,2.0,,
Abby Park,42.25826669,-71.04036865,False,2186.0,Milton,MA,$$$,3.5,https://www.yelp.com/biz/abby-park-milton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,318,[],"newamerican,salad,breakfast_brunch",x2C2q4DtrAWAIS6ZyJZjuA,Abby Park,"American (New),Salad,Breakfast & Brunch",$31-60,$31-60,,28,47,61,104,79,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,,9.0,3.0,1.0,9.0,,20.0,4.0,3.0,1.0,,,4.0,1.0,,,,
The Fat Cat,42.24985734,-71.00196183,False,2169.0,Quincy,MA,$$,4.0,https://www.yelp.com/biz/the-fat-cat-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1392,[],newamerican,zrCMsPgOciEc5wNbCpLI3Q,The Fat Cat,American (New),$11-30,$11-30,,101,110,181,489,512,Yes,Full Bar,,No,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,,14.0,8.0,12.0,20.0,3.0,23.0,9.0,,4.0,1.0,1.0,14.0,4.0,2.0,1.0,,1.0
Cagney's Restaurant & Pub,42.2500489,-70.9942377,False,2169.0,Quincy,MA,$$,3.5,https://www.yelp.com/biz/cagneys-restaurant-and-pub-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,143,[],"tradamerican,pubs",6pNibxhQbAqQcEMr2Jy1Ew,Cagney’s Restaurant & Pub,"American (Traditional),Pubs",$11-30,$11-30,,25,18,16,29,55,Yes,Full Bar,,No,,,No,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,Juke Box,6.0,5.0,2.0,4.0,,17.0,2.0,,,,2.0,3.0,1.0,,,,
Gennaro's Eatery,42.242657,-70.996002,False,2169.0,Quincy,MA,$$,4.0,https://www.yelp.com/biz/gennaros-eatery-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,377,[],italian,4EcQBaxs-yxHRJjogbeFzQ,Gennaro’s Eatery,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,,5.0,2.0,1.0,7.0,,16.0,1.0,,2.0,,,1.0,1.0,,2.0,,
Webster's Eatery,42.2427805,-70.9956154,False,2169.0,Quincy,MA,$$,3.5,https://www.yelp.com/biz/websters-eatery-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,39,[],"mideastern,mediterranean",CmdVh1cYn536aa_1gjABDA,Webster’s Eatery,"Middle Eastern,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,No,Yes,No,,Casual,Casual,Quiet,,5.0,2.0,1.0,9.0,,17.0,2.0,,1.0,,,1.0,1.0,,2.0,,
Coop's Bar & Grille,42.247581200000006,-70.9800441,False,2169.0,Quincy,MA,$$,4.0,https://www.yelp.com/biz/coops-bar-and-grille-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,138,[],"bars,pizza,newamerican",8oofaDz2nL0gzvAXaLbR4w,Coop’s Bar & Grille,"Bars,Pizza,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,Juke Box,3.0,,3.0,2.0,,12.0,2.0,,,,,3.0,,,,,
The Cheesecake Factory,42.21999,-71.022711,False,2184.0,Braintree,MA,$$,3.0,https://www.yelp.com/biz/the-cheesecake-factory-braintree?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,358,[],"newamerican,desserts",qEZA-Vx-K3Snyn-tkQ3IJg,The Cheesecake Factory,"American (New),Desserts",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Loud,,5.0,1.0,5.0,11.0,,4.0,8.0,4.0,,,,2.0,4.0,,,,
Bay Pointe Waterfront Restaurant,42.246781799999994,-70.976326,False,2169.0,Quincy,MA,$$,3.0,https://www.yelp.com/biz/bay-pointe-waterfront-restaurant-quincy?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,243,[],"tradamerican,seafood,newamerican",vPXrpTMN3Z4IjcX4ZbrlJQ,Bay Pointe Waterfront Restaurant,"American (Traditional),Seafood,American (New)",$11-30,$11-30,,43,43,40,56,61,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,,4.0,,4.0,2.0,,10.0,1.0,2.0,,,,2.0,,,,,
Adriatic,42.37191662,-70.97054712,False,2152.0,Winthrop,MA,$$,4.5,https://www.yelp.com/biz/adriatic-winthrop?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,14,[],mediterranean,lE9lGJMmsjwW8XgPOV-Wlw,Adriatic,Mediterranean,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,,,Yes,Yes,,,,"Casual, Romantic",Casual,Average,,3.0,,2.0,,1.0,14.0,1.0,,2.0,,,,,,,,
Belle Isle Seafood,42.382611600000004,-70.99367840000001,False,2152.0,Winthrop,MA,$$,3.5,https://www.yelp.com/biz/belle-isle-seafood-winthrop?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,337,[],seafood,tC7u1XLE6kK31L809NfyUQ,Belle Isle Seafood,Seafood,$11-30,$11-30,,27,33,65,103,109,No,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,2.0,,1.0,1.0,,8.0,3.0,2.0,,,,1.0,,,,,
La Scala Restaurant,42.19259,-71.06009,False,2368.0,Randolph,MA,$$,3.5,https://www.yelp.com/biz/la-scala-restaurant-randolph?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,171,[],italian,_S4j-74ZR4MUkWdiMlBoFQ,La Scala Restaurant,Italian,$11-30,$11-30,,29,15,30,53,44,No,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,No,,Romantic,Casual,Average,,4.0,1.0,3.0,8.0,,11.0,1.0,3.0,,,,1.0,,,1.0,,
Volare Restaurant and Bar,42.41021,-71.01247,False,2151.0,Revere,MA,$$,4.0,https://www.yelp.com/biz/volare-restaurant-and-bar-revere?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,167,[],"italian,lounges",WLYDPoWGriHWtf4BmRVx2Q,Volare Restaurant and Bar,"Italian,Lounges",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,Background,16.0,5.0,2.0,12.0,,23.0,4.0,2.0,1.0,,1.0,11.0,,,,,
Santorini,42.42219,-70.98503000000001,False,2151.0,Revere,MA,$$,3.0,https://www.yelp.com/biz/santorini-revere?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,50,"['delivery', 'pickup']",seafood,vUpbLwBKL1YiOreQ7p6Vfw,Santorini,Seafood,$11-30,$11-30,,10,4,9,18,9,Yes,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,1.0,,,,,8.0,,,,,,,,,,,
The Marina Restaurant & Bar At the Wharf,42.43091,-70.97926,False,2151.0,Revere,MA,$$,4.0,https://www.yelp.com/biz/the-marina-restaurant-and-bar-at-the-wharf-revere-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,154,[],"seafood,bars,tradamerican",WRv36_xwynru5AFVEyCOkw,The Marina Restaurant & Bar At the Wharf,"Seafood,Bars,American (Traditional)",$11-30,$11-30,,7,11,12,36,88,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,,,1.0,,,,1.0,,,,,,,,,,
Victor's Italian Restaurant,42.44671807,-71.01093516,False,1906.0,Saugus,MA,$$,4.5,https://www.yelp.com/biz/victors-italian-restaurant-saugus?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,90,[],italian,Z0K_lNlqzz-aUDbvexpD5A,Victor’s Italian Restaurant,Italian,$11-30,$11-30,,6,1,9,14,60,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,5.0,3.0,,13.0,,16.0,1.0,1.0,1.0,,,1.0,,,,,
Pho Bistro,42.426295700000004,-71.0676314,False,2148.0,Malden,MA,$,3.0,https://www.yelp.com/biz/pho-bistro-malden?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,219,[],"vietnamese,soup,seafood",h7OHsyPpUFz9V7oiQWKFnQ,Pho Bistro,"Vietnamese,Soup,Seafood",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,,No,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,19.0,10.0,7.0,23.0,1.0,22.0,8.0,1.0,2.0,,,15.0,1.0,,2.0,,
Exchange Street Bistro,42.426596999999994,-71.0693916,False,2148.0,Malden,MA,$$,4.0,https://www.yelp.com/biz/exchange-street-bistro-malden?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,391,[],"newamerican,breakfast_brunch,lounges",tPY0JQVfAVEvVeDauJKEHg,Exchange Street Bistro,"American (New),Breakfast & Brunch,Lounges",$11-30,$11-30,,25,39,50,146,131,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,Yes,Yes,,No,,Trendy,Casual,Average,,20.0,10.0,8.0,24.0,1.0,22.0,10.0,1.0,2.0,,,15.0,1.0,1.0,2.0,,1.0
CAVA,42.23111829,-71.17774993,False,2026.0,Dedham,MA,$$,4.5,https://www.yelp.com/biz/cava-dedham?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,33,[],mediterranean,qVoaL553iwP7fpt0Xr4Bdg,CAVA,Mediterranean,$11-30,$11-30,,2,1,1,8,22,Yes,,,,,,No,,,Yes,No,,No,,,,,,9.0,4.0,9.0,3.0,3.0,,5.0,1.0,5.0,2.0,,2.0,2.0,,1.0,,
Vico Ristorante Italiano,42.193389399999994,-71.1999598,False,2062.0,Norwood,MA,$$,4.5,https://www.yelp.com/biz/vico-ristorante-italiano-norwood?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,85,[],italian,IFamp2iDylLbgkxN8WaG0A,Vico Ristorante Italiano,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,Yes,Yes,No,,,Casual,Average,,18.0,10.0,5.0,32.0,2.0,9.0,8.0,3.0,5.0,,,5.0,1.0,,,,1.0
