name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
Mariscos Maria's Restaurant,34.03588,-118.2919,False,90007.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/mariscos-marias-restaurant-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,108,[],"mexican,seafood",Me8tzKp1WhKinnd44OvQ4A,Mariscos Maria’s Restaurant,"Mexican,Seafood",$11-30,$11-30,"
                                A
                            ",27,2,10,24,45,Yes,Beer & Wine Only,,Yes,,,No,"Valet, Street, Private Lot",,Yes,No,,Free,,Casual,Casual,Average,,7.0,1.0,1.0,5.0,,11.0,3.0,2.0,1.0,,,14.0,,,,,
Stevie's Creole Cafe,34.049620000000004,-118.3586,False,90019.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/stevies-creole-cafe-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,278,"['delivery', 'pickup']",cajun,EKrVpJqTXBjbbJPgHusibQ,Stevie’s Creole Cafe,Cajun/Creole,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,No,Yes,Free,,Casual,Casual,Average,,2.0,,1.0,10.0,,4.0,5.0,,5.0,,,7.0,,,,,
Cafe Verona,34.0708103,-118.3442544,False,90036.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/cafe-verona-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,516,[],"coffee,italian,wine_bars",nwgav7DYDWDggmTQOSS0Bg,Cafe Verona,"Coffee & Tea,Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",41,59,93,173,150,Yes,Beer & Wine Only,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,No,,Casual,Casual,Quiet,,4.0,,2.0,7.0,,14.0,8.0,,5.0,1.0,,7.0,,,1.0,,
Chan Dara Restaurant,34.07658,-118.3233,False,90004.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/chan-dara-restaurant-los-angeles-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,342,"['delivery', 'pickup']","thai,bars",0JP5tXspgoUWh9Cw8XNmnw,Chan Dara Restaurant,"Thai,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,,6.0,6.0,3.0,11.0,1.0,10.0,11.0,,9.0,1.0,,5.0,,,,,
Buffalo Wild Wings,34.013488,-118.33645600000001,False,90008.0,Los Angeles,CA,$$,2.0,https://www.yelp.com/biz/buffalo-wild-wings-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,529,"['delivery', 'pickup']","chicken_wings,sportsbars,tradamerican",5fEK6MOnDWoLgctbKC5bYA,Buffalo Wild Wings,"Chicken Wings,Sports Bars,American (Traditional)",$11-30,$11-30,"
                                A
                            ",274,72,48,71,66,Yes,Full Bar,,No,,,Yes,,,Yes,No,,Free,,Casual,,Very Loud,,7.0,4.0,4.0,28.0,1.0,15.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,
Dr Robbin,34.06344,-118.28745,False,90020.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/dr-robbin-los-angeles-7?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,277,"['delivery', 'pickup']","italian,pizza,gelato",wDa4b1su6z-FbX1KgkI5Aw,Dr Robbin,"Italian,Pizza,Gelato",$11-30,$11-30,"
                                A
                            ",27,24,32,83,111,Yes,No,,No,,Yes,Yes,"Valet, Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,13.0,6.0,5.0,16.0,3.0,26.0,16.0,2.0,8.0,,,35.0,2.0,1.0,,,
Mexicano,34.010763,-118.33640700000001,False,90008.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/mexicano-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,343,[],"mexican,cocktailbars",6GxYj0fSuj0-zGbC1qAziA,Mexicano,"Mexican,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,Yes,No,,Casual,Casual,Average,,12.0,2.0,3.0,20.0,1.0,26.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,,,,
Normandie Bakery,34.025856,-118.36086200000001,False,90016.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/normandie-bakery-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,149,"['delivery', 'pickup']","bakeries,french,desserts",_1yBwS4V57ZmYgoB9s5ing,Normandie Bakery,"Bakeries,French,Desserts",$11-30,$11-30,"
                                A
                            ",28,16,17,37,51,Yes,No,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,,,,,,8.0,1.0,,,,,5.0,,,,,
Cardamom,34.076440000000005,-118.34711000000001,False,90036.0,Los Angeles,CA,$$,4.5,https://www.yelp.com/biz/cardamom-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,658,"['delivery', 'pickup']","indpak,halal,seafood",j3zbQyVS9C9SwzZGzAGAgg,Cardamom Indian cuisine,"Indian,Halal,Seafood",$11-30,$11-30,,31,29,38,86,474,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,Intimate,Casual,Average,,6.0,3.0,3.0,10.0,2.0,12.0,8.0,2.0,7.0,2.0,,7.0,,,,,
Lemonade,34.08251,-118.32332,False,90004.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/lemonade-los-angeles-12?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,469,[],newamerican,U2xdaP7MkCzL5Qr7SgFXVg,Lemonade,American (New),$11-30,$11-30,"
                                A
                            ",52,42,76,138,161,Yes,No,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,,4.0,2.0,1.0,12.0,,14.0,8.0,3.0,3.0,1.0,,8.0,,,,,
Angelini Osteria,34.07642,-118.34908999999999,False,90036.0,Los Angeles,CA,$$$,4.5,https://www.yelp.com/biz/angelini-osteria-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1596,[],"italian,wine_bars,pizza",P9Dt_kkU5BTe1v0tJ4KFNw,Angelini Osteria,"Italian,Wine Bars,Pizza",$31-60,$31-60,"
                                A
                            ",51,77,156,387,924,Yes,Beer & Wine Only,,Yes,,,Yes,Valet,,Yes,Yes,,No,,,Casual,Average,,2.0,1.0,4.0,10.0,2.0,10.0,7.0,2.0,9.0,2.0,,4.0,,,,,
Post & Beam,34.009861,-118.33904270000001,False,90008.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/post-and-beam-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,766,"['restaurant_reservation', 'pickup']","pizza,southern,newamerican",3dmkjDqnsp__V5kxsq6rOA,Post & Beam,"Pizza,Southern,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,Trendy,Casual,Average,,12.0,2.0,3.0,20.0,1.0,24.0,5.0,1.0,3.0,2.0,2.0,6.0,2.0,,,,
Mario's Peruvian & Seafood,34.0833651,-118.3262166,False,90038.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/marios-peruvian-and-seafood-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2083,[],"seafood,peruvian",Fb3WueRF1ekhs72psinq5w,Mario’s Peruvian & Seafood,"Seafood,Peruvian",$11-30,$11-30,"
                                A
                            ",110,89,244,720,922,Yes,No,,No,,,No,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,,7.0,,3.0,10.0,,18.0,6.0,3.0,2.0,1.0,,7.0,,,,,
Kali Restaurant,34.0833651,-118.3242882,False,90038.0,Los Angeles,CA,$$$,4.5,https://www.yelp.com/biz/kali-restaurant-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,398,[],newamerican,0vRsHjV66oUDcszA8EWq0w,Kali Restaurant,American (New),$31-60,$31-60,"
                                A
                            ",12,16,36,64,270,Yes,Full Bar,,No,,,No,Street,,No,Yes,Yes,No,,Trendy,Casual,Average,,6.0,2.0,2.0,11.0,,17.0,8.0,3.0,2.0,2.0,,7.0,,,,,
Osteria Mamma,34.08335868,-118.3247249,False,90038.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/osteria-mamma-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1356,['restaurant_reservation'],"italian,wine_bars",rr-hXB0ZqXLzUP97yftp0g,Osteria Mamma,"Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,,Casual,Average,,7.0,2.0,2.0,11.0,,17.0,8.0,3.0,2.0,2.0,,7.0,,,,,
The Kickin' Crab - Los Angeles,34.00922512,-118.3387002,False,90008.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/the-kickin-crab-los-angeles-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,171,[],"seafood,cajun",lq1Vy1ytvDuioPdvFSd4wA,The Kickin’ Crab - Los Angeles,"Seafood,Cajun/Creole",$11-30,$11-30,"
                                A
                            ",40,22,18,28,63,Yes,Beer & Wine Only,,Yes,,,Yes,"Garage, Street, Private Lot",,Yes,No,,No,,"Casual, Trendy",Casual,Average,,10.0,1.0,2.0,21.0,1.0,24.0,5.0,,3.0,2.0,2.0,6.0,2.0,,,,
Providence,34.083628000000004,-118.330168,False,90038.0,Los Angeles,CA,$$$$,4.5,https://www.yelp.com/biz/providence-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2435,[],seafood,TzIJzamxdVGc3zReKbLGaA,Providence,Seafood,Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,No,,"Classy, Upscale",Dressy,Quiet,,5.0,,1.0,10.0,,12.0,4.0,3.0,,,,6.0,,,,,
Marino Restaurant,34.083621,-118.33118400000001,False,90038.0,Los Angeles,CA,$$$,4.5,https://www.yelp.com/biz/marino-restaurant-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,306,[],italian,QEGYtRXGlpuco8jE7u0tGw,Marino Restaurant,Italian,$31-60,$31-60,"
                                A
                            ",12,15,24,41,214,Yes,Full Bar,,Yes,,,No,Valet,,Yes,Yes,,No,,Classy,Dressy,Average,,3.0,,1.0,9.0,,11.0,3.0,3.0,,,,4.0,,,,,
Open Sesame,34.076017,-118.3525949,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/open-sesame-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,572,"['restaurant_reservation', 'delivery', 'pickup']","mediterranean,lebanese",CTFZnhYe6t2tLv_NLHiE-w,Open Sesame,"Mediterranean,Lebanese",$11-30,$11-30,"
                                A
                            ",30,34,47,147,315,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,"Casual, Intimate",Casual,Average,,3.0,,1.0,10.0,1.0,7.0,5.0,,10.0,,1.0,9.0,,,,,
The Cheesecake Factory,34.07197938,-118.3579681,False,90036.0,Los Angeles,CA,$$,3.0,https://www.yelp.com/biz/the-cheesecake-factory-los-angeles-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1232,[],"newamerican,desserts",gol97typwuGAaRvklK5viA,The Cheesecake Factory,"American (New),Desserts",$11-30,$11-30,"
                                A
                            ",237,159,208,326,305,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,,No,,Casual,Casual,Loud,,11.0,6.0,16.0,21.0,4.0,10.0,17.0,1.0,6.0,4.0,2.0,9.0,6.0,,3.0,,
La Piazza,34.07134,-118.35687,False,90036.0,Los Angeles,CA,$$,3.0,https://www.yelp.com/biz/la-piazza-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,716,[],italian,0orqwPqhjI0chC0nATkROA,La Piazza,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,,No,,,Casual,Average,,8.0,5.0,14.0,13.0,4.0,7.0,19.0,,3.0,4.0,2.0,8.0,6.0,,3.0,,
The Roof on Wilshire,34.06389,-118.36596000000002,False,90048.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/the-roof-on-wilshire-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1244,['restaurant_reservation'],"newamerican,bars",BkbxnRNmQi6j0-_COI-LCg,The Roof on Wilshire,"American (New),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Street, Private Lot, Validated",,No,Yes,,Free,,Trendy,Casual,Average,,13.0,7.0,2.0,14.0,1.0,19.0,6.0,,5.0,,3.0,12.0,1.0,,2.0,,
Osteria Mozza,34.08319,-118.33881000000001,False,90038.0,Los Angeles,CA,$$$$,4.0,https://www.yelp.com/biz/osteria-mozza-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2554,[],"italian,wine_bars",YoQn8MtOimQbqi839TmeZw,Osteria Mozza,"Italian,Wine Bars",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,,No,,Classy,Dressy,Average,,8.0,2.0,3.0,6.0,1.0,10.0,6.0,1.0,3.0,1.0,1.0,8.0,,,,,
Chi Spacca,34.08319,-118.33908000000001,False,90038.0,Los Angeles,CA,$$$$,4.0,https://www.yelp.com/biz/chi-spacca-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,487,[],italian,7sZnRtSBZcrScdtE-gWyPw,Chi Spacca,Italian,Above $61,Above $61,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Valet,,No,Yes,,No,,Intimate,Casual,Average,,9.0,2.0,3.0,6.0,1.0,10.0,6.0,1.0,3.0,1.0,1.0,7.0,,,,,
Mixology 101,34.07216255,-118.3594947,False,90036.0,Los Angeles,CA,$$,3.0,https://www.yelp.com/biz/mixology-101-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,533,[],"bars,tradamerican,breakfast_brunch",8q0v6iguW46m9pGm8-hlVQ,Mixology 101,"Bars,American (Traditional),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",108,86,101,101,138,Yes,Full Bar,,No,,Yes,Yes,Validated,,Yes,Yes,,No,,Trendy,Casual,Average,,18.0,6.0,16.0,37.0,4.0,10.0,18.0,3.0,9.0,5.0,2.0,9.0,6.0,,3.0,,
Marmalade Cafe - LA,34.07247231,-118.3593774,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/marmalade-cafe-la-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1524,"['delivery', 'pickup']","newamerican,breakfast_brunch,cafes",1e_j1BtMaTinWLC52RJI9w,Marmalade Cafe - LA,"American (New),Breakfast & Brunch,Cafes",$11-30,$11-30,"
                                A
                            ",125,159,199,355,689,Yes,Full Bar,,Yes,,,Yes,"Garage, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,,19.0,7.0,16.0,37.0,4.0,10.0,18.0,3.0,9.0,5.0,2.0,12.0,6.0,,3.0,,
326,34.0722,-118.36036999999999,False,90036.0,Los Angeles,CA,$,3.5,https://www.yelp.com/biz/326-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,62,[],"sportsbars,wine_bars",pynpHJVEJGvBAZ3EfYwrUA,326,"Sports Bars,Wine Bars",Inexpensive,Inexpensive,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,,,,Yes,Private Lot,,,No,Yes,No,,Casual,,Average,,19.0,7.0,16.0,36.0,5.0,11.0,21.0,3.0,10.0,5.0,1.0,8.0,7.0,,3.0,,
Monsieur Marcel,34.0719955,-118.360253,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/monsieur-marcel-los-angeles-5?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,663,"['delivery', 'pickup']","french,breakfast_brunch,sandwiches",SREXeeGWWQwKP54fCljwZg,Monsieur Marcel,"French,Breakfast & Brunch,Sandwiches",$11-30,$11-30,"
                                A
                            ",30,32,88,244,268,Yes,Beer & Wine Only,,Yes,,Yes,Yes,"Valet, Garage, Private Lot, Validated",,Yes,Yes,Yes,Free,,Casual,,Average,,16.0,6.0,16.0,33.0,4.0,9.0,21.0,2.0,9.0,5.0,1.0,8.0,7.0,,3.0,,
Petit Trois,34.08416458,-118.3382132,False,90038.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/petit-trois-los-angeles-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,709,[],french,bkE3p4c1mpPIo2x4gDQKVA,Petit Trois,French,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Garage, Street, Private Lot",,No,No,Yes,No,,,Casual,Average,,5.0,,3.0,5.0,1.0,6.0,6.0,1.0,,,1.0,5.0,,,,,
Pizza Hut,34.00497055,-118.329628,False,90008.0,Los Angeles,CA,$$,1.5,https://www.yelp.com/biz/pizza-hut-los-angeles-43?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,43,[],"pizza,italian,chicken_wings",fGUtUiIlK9Hv5ndCw7qiIA,Pizza Hut,"Pizza,Italian,Chicken Wings",$11-30,$11-30,"
                                A
                            ",29,5,3,3,4,Yes,No,,,,,No,,,Yes,No,,No,,,,Very Loud,,4.0,1.0,,26.0,2.0,15.0,5.0,,1.0,,2.0,9.0,1.0,,,,
Terroni,34.0762749,-118.3555375,False,90036.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/terroni-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1053,[],"italian,pizza",_99S24U4pTduqpiJOEMD8w,Terroni,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Loud,,5.0,,4.0,14.0,1.0,7.0,5.0,1.0,13.0,1.0,1.0,9.0,1.0,,,,
Maggiano's Little Italy,34.07353573,-118.3595324,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/maggianos-little-italy-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1616,"['delivery', 'pickup']","italian,bars",Kx_d7X7qjj9EoX-A7eC3gA,Maggiano’s Little Italy,"Italian,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Valet, Garage, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,19.0,7.0,17.0,40.0,5.0,8.0,19.0,3.0,8.0,5.0,2.0,11.0,6.0,,3.0,,
Mercado Los Angeles,34.0715151,-118.3622707,False,90048.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/mercado-los-angeles-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,973,[],"mexican,cocktailbars",phMPgmi6-yh3Qs_PRbTT1g,Mercado Los Angeles,"Mexican,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,,No,,Trendy,Casual,Average,,13.0,6.0,18.0,37.0,4.0,8.0,22.0,2.0,8.0,5.0,1.0,4.0,8.0,,3.0,,
Franco on Melrose,34.08367157,-118.34234620000001,False,90038.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/franco-on-melrose-los-angeles-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1041,"['restaurant_reservation', 'delivery', 'pickup']","italian,steak,seafood",eqUh2lbm6_01DptYsEs57Q,Franco on Melrose,"Italian,Steakhouses,Seafood",$11-30,$11-30,"
                                A
                            ",55,65,84,221,618,Yes,Beer & Wine Only,,Yes,,No,Yes,"Valet, Street",,Yes,Yes,No,Free,,Romantic,Casual,Average,,15.0,4.0,10.0,14.0,1.0,12.0,12.0,1.0,9.0,1.0,1.0,14.0,1.0,,1.0,,
The Mexican Village,34.076,-118.28846000000001,False,90004.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/the-mexican-village-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,307,"['delivery', 'pickup']","mexican,danceclubs,bars",n-wr69BDZE6n-EE-lZQd2Q,The Mexican Village,"Mexican,Dance Clubs,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,7.0,2.0,,5.0,,21.0,,6.0,4.0,,1.0,12.0,2.0,1.0,1.0,,
Delicious Southern Cuisine,34.00372,-118.33256000000002,False,90008.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/delicious-southern-cuisine-los-angeles-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,140,['pickup'],"cajun,soulfood,southern",-5q4bbrlZfMzmmpK61evUA,Delicious Southern Cuisine,"Cajun/Creole,Soul Food,Southern",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,6.0,1.0,,24.0,2.0,13.0,5.0,,1.0,,2.0,5.0,,,,,
Tart Restaurant,34.07363113,-118.36157759999999,False,90036.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/tart-restaurant-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1169,"['restaurant_reservation', 'pickup', 'delivery']","newamerican,breakfast_brunch,cocktailbars",T1Bi3NRAmLGbmNg82NaKmQ,Tart Restaurant,"American (New),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",131,142,204,360,331,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,19.0,7.0,17.0,45.0,5.0,12.0,22.0,3.0,11.0,5.0,1.0,8.0,7.0,,3.0,,
